#CLOCK=0.020000000
#SIZE=4096
#PROBE=0
#VOLTDIV=9
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.325490,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
0.752941,0,0
0.188235,0,0
0.062745,0,0
0.062745,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.062745,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.000000,0,0
0.062745,0,0
0.000000,0,0
0.000000,0,0
0.941176,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.200000,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.325490,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
3.262745,0,0
